"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2NENSJJQ","journalArticle","2007","Tang, Z; Diamond, M A; Chen, J-M; Holly, T A; Bonow, R O; Dasgupta, A; Hyslop, T; Purzycki, A; Wagner, J; McNamara, D M; Kukulski, T; Wos, S; Velazquez, E J; Ardlie, K; Feldman, A M","Polymorphisms in adenosine receptor genes are associated with infarct size in patients with ischemic cardiomyopathy.","Clinical Pharmacology And Therapeutics","","0009-9236 (Linking)","10.1038/sj.clpt.6100331","https://dx.doi.org/10.1038/sj.clpt.6100331","The goal of this experiment was to identify the presence of genetic variants in the adenosine receptor genes and assess their relationship to infarct size in a population of patients with ischemic cardiomyopathy. Adenosine receptors play an important role in protecting the heart during ischemia and in mediating the effects of ischemic preconditioning. We sequenced DNA samples from 273 individuals with ischemic cardiomyopathy and from 203 normal controls to identify the presence of genetic variants in the adenosine receptor genes. Subsequently, we analyzed the relationship between the identified genetic variants and infarct size, left ventricular size, and left ventricular function. Three variants in the 3'-untranslated region of the A(1)-adenosine gene (nt 1689 C/A, nt 2206 Tdel, nt 2683del36) and an informative polymorphism in the coding region of the A3-adenosine gene (nt 1509 A/C I248L) were associated with changes in infarct size. These results suggest that genetic variants in the adenosine receptor genes may predict the heart's response to ischemia or injury and might also influence an individual's response to adenosine therapy.","2007-10","2024-05-29 13:43:03","2024-05-29 13:43:03","","435-40","","","82","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.1038/sj.clpt.6100331","Humans; Risk Factors; Severity of Illness Index; Phenotype; *Mutation; *Polymorphism; 3' Untranslated Regions; Adenosine A1/*genetics; Adenosine A2A/genetics; Adenosine A3/*genetics; Base Sequence; Cardiomyopathies/*complications/genetics/pathology/physiopathology; Case-Control Studies; DNA Mutational Analysis; Gene Frequency; Genetic Predisposition to Disease; Heart Ventricles/pathology; Left/genetics; Molecular Sequence Data; Myocardial Infarction/*genetics/pathology/physiopathology; Myocardial Ischemia/*complications/genetics/pathology/physiopathology; Receptor; Single Nucleotide; Ventricular Function","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7U6VUWJS","journalArticle","2011","Tektonidou, Maria G; Dasgupta, Abhijit; Ward, Michael M","Suicidal ideation among adults with arthritis: prevalence and subgroups at highest risk. Data from the 2007-2008 National Health and Nutrition Examination Survey.","Arthritis Care & Research","","2151-464X (Linking)","","","OBJECTIVE: To evaluate the prevalence, correlates, and subgroups at highest risk for suicidal ideation among adults with arthritis. METHODS: We used data on US adults with arthritis, ages ¿/=40 years, participating in the 2007-2008 National Health and Nutrition Examination Survey. Suicidal ideation was assessed by item 9 of the Patient Health Questionnaire 9 (PHQ-9). Sociodemographic factors, health behaviors, and comorbid conditions were examined as potential correlates. Depression was measured by the PHQ-8 score (range 1-24). We used random forests to identify subgroups at highest risk for suicidal ideation. To determine if any correlates were unique to arthritis, we compared results to those for persons with diabetes mellitus and cancer. RESULTS: The prevalence +/- SEM of suicidal ideation was 5.6% +/- 0.8% among persons with arthritis and 2.4% +/- 0.4% among those without. The most important correlates for suicidal ideation in adults with arthritis were depression, anxiety, duration of arthritis, age, income:poverty ratio, number of close friends, pain, alcohol, excessive daytime sleepiness, and comorbidities. Eleven of the 16 most important contributors for suicidal ideation among adults with arthritis were also important for people with diabetes mellitus and cancer. Among persons with arthritis, subgroups at highest risk for suicidal ideation were those with a PHQ-8 score between 18 and 24 and less than 4.5 years of arthritis (96.5%), and those with a PHQ-8 score between 7 and 17, ¿/=1.24 days of binges/month, and either an income of ¿/=45,000/year(85.4%)oranincomeof<45,000/year and ¿3 comorbidities (70.8%). CONCLUSION: Depression, short duration of arthritis, binge drinking, income, and ¿3 comorbidities identified subgroups of adults with arthritis at greatest risk for suicidal ideation.","2011-09","2024-05-29 13:43:03","2024-05-29 13:43:03","","1322-33","","","63","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","","Female; Humans; Aged; Male; Middle Aged; Risk Assessment; Time Factors; Risk Factors; Surveys and Questionnaires; *Suicidal Ideation; Alcohol Drinking/epidemiology/psychology; Arthritis/*epidemiology/*psychology; Comorbidity; Cross-Sectional Studies; Depression/epidemiology/psychology; Diabetes Mellitus/epidemiology/psychology; Health Surveys; Income; Neoplasms/epidemiology/psychology; Prevalence; United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79VRQZ3X","journalArticle","2014","Tektonidou, M. G.; Dasgupta, A; Ward, M. M.","Methodological quality of studies of end-stage renal disease risks in lupus nephritis","Arthritis Research & Therapy","","","10.1186/ar4663","http://dx.doi.org/10.1186/ar4663","","2014","2024-05-29 13:43:03","2024-05-29 13:43:03","","A47","","Suppl 1","16 (Suppl 1)","","","","","","","","Springer Nature","","","","","","","","","tex.owner: abhijit tex.timestamp: 2016.02.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5KPSU7NQ","journalArticle","2015","Tektonidou, Maria G; Wang, Zhong; Dasgupta, Abhijit; Ward, Michael M","Burden of serious infections in adults with systemic lupus erythematosus: a national population-based study, 1996-2011.","Arthritis Care & Research","","","","","OBJECTIVE: To compare rates of hospitalization for serious infections, trends in rates from 1996 to 2011, and in-hospital mortality between patients with systemic lupus erythematosus (SLE) and those without SLE in a national sample. METHODS: We analyzed hospitalizations for pneumonia, bacteremia/sepsis, urinary tract infections, skin infections, and opportunistic infections among adults in the Nationwide Inpatient Sample. We compared rates of hospitalization yearly among patients with SLE and the general population. We also computed odds ratios (ORs) for in-hospital mortality. RESULTS: In 1996, the estimated number of hospitalizations for pneumonia in patients with SLE was 4,382, followed by sepsis (2,305), skin infections (1,422), urinary tract infections (643), and opportunistic infections (370). Rates were much higher in patients with SLE than in those without SLE, with age-adjusted relative risks ranging from 5.7 (95% confidence interval [95% CI] 5.5-6.0) for pneumonia to 9.8 (95% CI 9.1-10.7) for urinary tract infection in 1996. Risks increased over time, so that by 2011, all relative risks exceeded 12.0. Overall risk of in-hospital mortality was higher in SLE only for opportunistic infections (adjusted OR 1.52 [95% CI 1.12-2.07]). However, in pneumonia and sepsis, mortality risks were higher in SLE among those who required mechanical ventilation. CONCLUSION: Hospitalization rates for serious infections in SLE increased substantially between 1996 and 2011, reaching over 12 times higher than in patients without SLE in 2011. Reasons for this acceleration are unclear. In-hospital mortality was higher among patients with SLE and opportunistic infections and those with pneumonia or sepsis who required mechanical ventilation.","2015-08","2024-05-29 13:43:03","2024-05-29 13:43:03","","1078-85","","","67","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S2XR75XL","journalArticle","2010","Toll, Adam D; Dasgupta, Abhijit; Potoczek, Magdalena; Yeo, Charles J; Kleer, Celina G; Brody, Jonathan R; Witkiewicz, Agnieszka K","Implications of enhancer of zeste homologue 2 expression in pancreatic ductal adenocarcinoma.","Human Pathology","","0046-8177 (Linking)","","","Pancreatic ductal adenocarcinoma is the fourth leading cause of cancer deaths in the United States. Single-agent gemcitabine remains the standard treatment of advanced pancreatic adenocarcinoma. A recently discovered histone methyltransferase termed enhancer of zeste homologue 2 (EZH2) was found to be overexpressed in a variety of carcinomas including pancreatic adenocarcinoma. Silencing of E-cadherin was proposed as a mechanism by which enhancer of zeste homologue 2 mediates tumor aggressiveness, and enhancer of zeste homologue 2 depletion has been found to sensitize pancreatic cancer cells to gemcitabine. In this study, we correlated enhancer of zeste homologue 2 with E-cadherin expression in pancreatic adenocarcinoma and evaluated response to gemcitabine in relation to enhancer of zeste homologue 2 expression in tumor cells. Fifty-four pancreatic adenocarcinomas, 13 intraductal papillary mucinous neoplasms, and 6 chronic pancreatitis cases were stained with antibodies against enhancer of zeste homologue 2 and E-cadherin. Enhancer of zeste homologue 2 staining was scored from 1 to 4+ and classified as either low (1-2+ in ¡25% of tumor nuclei) or high (3-4+ in ¿25% of tumor nuclei). E-cadherin expression was scored on membrane positivity as follows: 0 (0%-10%), 1 (10%-25%), 2 (25%-75%), and 3 (¿75%). High enhancer of zeste homologue 2 expression in pancreatic adenocarcinoma was significantly associated with decreased E-cadherin expression and more aggressive disease. There was significantly longer survival in gemcitabine-treated patients with low versus high enhancer of zeste homologue 2 expression. High enhancer of zeste homologue 2 expression was detected in intraductal papillary mucinous neoplasms with moderate to severe dysplasia, but not in chronic pancreatitis. Our study suggests that E-cadherin down-regulation may lead to enhancer of zeste homologue 2-mediated invasion and metastasis.","2010-09","2024-05-29 13:43:03","2024-05-29 13:43:03","","1205-9","","","41","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","","Female; Humans; Aged; Male; Middle Aged; Survival Rate; Antineoplastic Combined Chemotherapy Protocols; Biomarkers; Antimetabolites; Antineoplastic/therapeutic use; Carcinoma; Cadherins/genetics/metabolism; Chronic/metabolism/pathology; Combined Modality Therapy; Deoxycytidine/analogs \& derivatives/therapeutic use; DNA-Binding Proteins/*metabolism; Gene Silencing; Neoplasm; Pancreatectomy; Pancreatic Ductal/*metabolism/mortality/secondary/therapy; Pancreatic Neoplasms/*metabolism/mortality/pathology/therapy; Pancreatitis; Pennsylvania/epidemiology; Polycomb Repressive Complex 2; Residual; Transcription Factors/*metabolism; Tumor/metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KTCET4K9","journalArticle","2005","Wang, Sophia S; Dasgupta, Abhijit; Sherman, Mark E; Walker, Joan L; Gold, Michael A; Zuna, Rosemary; Sakoda, Lori; Wacholder, Sholom; Schiffman, Mark; Baker, Carl C","Towards improved biomarker studies of cervical neoplasia: effects of precolposcopic procedures on gene expression patterns.","Diagnostic Molecular Pathology : The American Journal Of Surgical Pathology, Part B","","1052-9551 (Linking)","","","Among tumor sites, cervical cancer offers an ideal model for investigating differences in gene expression associated with transitions from normal to precancer and invasion to cancer. To evaluate the validity of assessing gene expression in cervical tissues acquired in a clinical setting, we investigated whether standard procedures, namely the application of acetic acid and/or Lugol's iodine, employed for the visualization of colposcopically directed biopsies, altered patterns in oligonucleotide (oligo) arrays. We compared microarray profiles from six women, each with three adjacent tissue samples removed from benign hysterectomy specimens and treated as follows: immediately frozen, acetic acid application only, acetic acid, and Lugol's iodine. Of the 22,464 original spots on the microarray, 4,850 spots were expressed at detectable levels for further evaluation upon data normalization and filtration. For each spot, the difference between topical applications was computed, and P values were calculated using a bivariate T2 test. Upon adjustment for multiple comparisons using both the Holm's and Hochberg's procedures as well as the False Discovery Rate (Benjamini-Hochberg and Benjamini-Yeuketili [BY]), we failed to identify genes differentially expressed and conclude that standard precolposcopic procedures do not substantially affect the overall gene expression patterns in the normal cervix.","2005-06","2024-05-29 13:43:03","2024-05-29 13:43:03","","59-64","","","14","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","","Female; Humans; Biopsy; Biomarkers; *Gene Expression Profiling; *Colposcopy; Artifacts; Cervix Uteri/*metabolism/pathology; Oligonucleotide Array Sequence Analysis; Tumor/*genetics/*standards; Uterine Cervical Neoplasms/*diagnosis/pathology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2XXNEUBQ","journalArticle","2015","Ward, Michael M; Dasgupta, Abhijit; Wang, Runsheng","Response to: 'Heterogeneity, consistency and model fit should be assessed in Bayesian network meta-analysis' by Wei et al.","Annals of the Rheumatic Diseases","","0003-4967 (Linking)","10.1136/annrheumdis-2015-208670","http://dx.doi.org/10.1136/annrheumdis-2015-208670","","2015-11","2024-05-29 13:43:03","2024-05-29 13:43:03","","e6","","1","75","","","","","","","","BMJ","","","","","","","","","Place: England tex.owner: abhijit tex.pmcid: PMC5075426 tex.timestamp: 2016.02.06","","","","Treatment; Disease Activity; Patient perspective","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7F2GXRBV","journalArticle","2016","Wasko, Mary Chester; Dasgupta, Abhijit; Ilse Sears, Genevieve; Fries, James F; Ward, Michael M","Prednisone use and risk of mortality in patients with rheumatoid arthritis: Moderation by use of disease-modifying anti-rheumatic drugs.","Arthritis Care & Research","","2151-464X (Linking)","10.1002/acr.22722","https://dx.doi.org/10.1002/acr.22722","OBJECTIVE: Medications for rheumatoid arthritis (RA) may affect survival. However, studies often include limited follow-up and do not account for selection bias in treatment allocation. Using a large longitudinal database, we examined the association between prednisone use and mortality in RA, and whether this risk was modified with concomitant disease-modifying antirheumatic drug (DMARD) use, after controlling for propensity for treatment with prednisone and individual DMARDs. METHODS: In a prospective study of 5,626 patients with RA followed for up to 25 years, we determined the risk of death associated with prednisone use alone and combined treatment of prednisone with methotrexate or sulfasalazine. We used the random forest method to generate propensity scores for prednisone use and each DMARD at study entry and during follow-up. Mortality risks were estimated using multivariate Cox models that included propensity scores. RESULTS: During follow-up (median 4.97 years), 666 patients (11.8%) died. In a multivariate, propensity-adjusted model, prednisone use was associated with an increased risk of death (HR 2.83 [95% CI 1.03, 7.76]). However, there was a significant interaction between prednisone use and methotrexate use (p=0.03), so that risk was attenuated when patients were treated with both medications (HR 0.99 [95% CI 0.18, 5.36]). However, combination treatment also weakened the protective association of methotrexate with mortality. Results were similar for sulfasalazine. CONCLUSION: Prednisone use was associated with a significantly increased risk of mortality in patients with RA. This association was mitigated by concomitant DMARD use, but combined treatment also negated the previously reported beneficial association of methotrexate with survival in RA. This article is protected by copyright. All rights reserved.","2016-05","2024-05-29 13:43:03","2024-05-29 13:43:03","","706–10","","5","68","","","","","","","","","","","","","","","","","tex.owner: abhijit tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.1002/acr.22722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4VREELDW","journalArticle","2013","Wasko, Mary Chester M; Dasgupta, Abhijit; Hubert, Helen; Fries, James F; Ward, Michael M","Propensity-adjusted association of methotrexate with overall survival in rheumatoid arthritis.","Arthritis and Rheumatism","","0004-3591 (Linking)","10.1002/art.37723","https://dx.doi.org/10.1002/art.37723","OBJECTIVE: While medications used to treat rheumatoid arthritis (RA) may affect survival in RA, few studies take into account the propensity for medication use, which may reflect selection bias in treatment allocation in survival models. We undertook this study to examine the relationship between methotrexate (MTX) use and mortality in RA, after controlling for individual propensity scores for MTX use. METHODS: We studied 5,626 RA patients prospectively for 25 years to determine the risk of death associated with MTX use, modeled in time-varying Cox regression models. We used the random forest method to generate individual propensity scores for MTX use at study entry and during followup in a time-varying manner; these scores were included in the multivariate model. We also investigated whether selective discontinuation of MTX immediately prior to death altered the risk of mortality, and we examined the association of duration of MTX use with survival. RESULTS: During followup, 666 patients (12%) died. MTX use was associated with reduced risk of death (adjusted hazard ratio 0.30 [95% confidence interval 0.09-1.03]). Selective MTX cessation immediately before death did not account for the protective association of MTX use with mortality. Only MTX use for ¿1 year was associated with lower risks of mortality, but associations were not stronger with longer durations of use. CONCLUSION: MTX use was associated with a 70% reduction in mortality in RA.","2013-02","2024-05-29 13:43:03","2024-05-29 13:43:03","","334-42","","","65","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.1002/art.37723","Female; Humans; Treatment Outcome; Adult; Aged; Male; Middle Aged; Prospective Studies; Time Factors; Surveys and Questionnaires; Follow-Up Studies; Antirheumatic Agents/*therapeutic use; Arthritis; Methotrexate/*therapeutic use; Rheumatoid/drug therapy/*mortality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7DFMMSW9","journalArticle","2010","Williams, Timothy K; Costantino, Christina L; Bildzukewicz, Nikolai A; Richards, Nathan G; Rittenhouse, David W; Einstein, Lisa; Cozzitorto, Joseph A; Keen, Judith C; Dasgupta, Abhijit; Gorospe, Myriam; Gonye, Gregory E; Yeo, Charles J; Witkiewicz, Agnieszka K; Brody, Jonathan R","pp32 (ANP32A) expression inhibits pancreatic cancer cell growth and induces gemcitabine resistance by disrupting HuR binding to mRNAs.","PloS One","","1932-6203 (Linking)","10.1371/journal.pone.0015455","https://dx.doi.org/10.1371/journal.pone.0015455","The expression of protein phosphatase 32 (PP32, ANP32A) is low in poorly differentiated pancreatic cancers and is linked to the levels of HuR (ELAV1), a predictive marker for gemcitabine response. In pancreatic cancer cells, exogenous overexpression of pp32 inhibited cell growth, supporting its long-recognized role as a tumor suppressor in pancreatic cancer. In chemotherapeutic sensitivity screening assays, cells overexpressing pp32 were selectively resistant to the nucleoside analogs gemcitabine and cytarabine (ARA-C), but were sensitized to 5-fluorouracil; conversely, silencing pp32 in pancreatic cancer cells enhanced gemcitabine sensitivity. The cytoplasmic levels of pp32 increased after cancer cells are treated with certain stressors, including gemcitabine. pp32 overexpression reduced the association of HuR with the mRNA encoding the gemcitabine-metabolizing enzyme deoxycytidine kinase (dCK), causing a significant reduction in dCK protein levels. Similarly, ectopic pp32 expression caused a reduction in HuR binding of mRNAs encoding tumor-promoting proteins (e.g., VEGF and HuR), while silencing pp32 dramatically enhanced the binding of these mRNA targets. Low pp32 nuclear expression correlated with high-grade tumors and the presence of lymph node metastasis, as compared to patients' tumors with high nuclear pp32 expression. Although pp32 expression levels did not enhance the predictive power of cytoplasmic HuR status, nuclear pp32 levels and cytoplasmic HuR levels associated significantly in patient samples. Thus, we provide novel evidence that the tumor suppressor function of pp32 can be attributed to its ability to disrupt HuR binding to target mRNAs encoding key proteins for cancer cell survival and drug efficacy.","2010","2024-05-29 13:43:03","2024-05-29 13:43:03","","e15455","","","5","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","http://dx.doi.org/10.1371/journal.pone.0015455","Humans; Blotting; Western; Antigens; Antimetabolites; ELAV Proteins; ELAV-Like Protein 1; RNA; Cell Line; Tumor; *Cell Proliferation; Antineoplastic/pharmacology; Deoxycytidine Kinase/genetics/metabolism; Deoxycytidine/*analogs \& derivatives/pharmacology; Drug Resistance/genetics; HEK293 Cells; Messenger/genetics/*metabolism; Pancreatic Neoplasms/genetics/metabolism/pathology; Protein Binding; Reverse Transcriptase Polymerase Chain Reaction; RNA Interference; RNA-Binding Proteins/genetics/*metabolism; Surface/genetics/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A3JHVJPH","journalArticle","2009","Witkiewicz, Agnieszka K; Casimiro, Mathew C; Dasgupta, Abhijit; Mercier, Isabelle; Wang, Chenguang; Bonuccelli, Gloria; Jasmin, Jean-Francois; Frank, Philippe G; Pestell, Richard G; Kleer, Celina G; Sotgia, Federica; Lisanti, Michael P","Towards a new ""stromal-based"" classification system for human breast cancer prognosis and therapy.","Cell Cycle (Georgetown, Tex.)","","1551-4005 (Linking)","","","Here, we discuss recent evidence that an absence of stromal Cav-1 expression in human breast cancers is a powerful single independent predictor of early disease recurrence, metastasis and poor clinical outcome. These findings have now been validated in two independent patient populations. Importantly, the predictive value of stromal Cav-1 is independent of epithelial marker status, making stromal Cav-1 a new ""universal"" or ""widely-applicable"" breast cancer prognostic marker. We propose based on the expression of stromal Cav-1, that breast cancer patients could be stratified into high-risk and low-risk groups. High-risk patients showing an absence of stromal Cav-1 should be offered more aggressive therapies, such as anti-angiogenic approaches, in addition to the standard therapy regimens. Mechanistically, loss of stromal Cav-1 is a surrogate biomarker for increased cell cycle progression, growth factor secretion, ""stemness"", and angiogenic potential in the tumor microenvironment. Since almost all cancers develop within the context of a stromal microenvironment, this new stromal classification system may be broadly applicable to other epithelial and non-epithelial cancer subtypes, as well as ""pre-malignant"" lesions (carcinoma in situ).","2009-06","2020-09-16 18:36:18","2025-03-25 02:43:58","","1654-8","","","8","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","/Users/ksrd721/Zotero/storage/TB888IH2/Witkiewicz et al. - 2009 - Towards a new stromal-based classification system for human breast cancer prognosis and therapy(2).pdf","","Female; Humans; Survival Analysis; Risk; Prognosis; Angiogenesis Inhibitors/therapeutic use; Breast Neoplasms/*classification/diagnosis/therapy; Caveolin 1/*metabolism; Fibroblasts/metabolism/physiology; Stromal Cells/metabolism; Up-Regulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GBHCASLJ","journalArticle","2009","Witkiewicz, Agnieszka K; Dasgupta, Abhijit; Nguyen, Katherine H; Liu, Chengbao; Kovatich, Albert J; Schwartz, Gordon F; Pestell, Richard G; Sotgia, Federica; Rui, Hallgeir; Lisanti, Michael P","Stromal caveolin-1 levels predict early DCIS progression to invasive breast cancer.","Cancer Biology & Therapy","","1538-4047 (Linking)","","","Here, we determined the possible association of stromal caveolin-1 (Cav-1) levels with DCIS recurrence and/or progression to invasive breast cancer. An initial cohort of 78 DCIS patients with follow-up data was examined. As ER-positivity was associated with recurrence, we focused our analysis on this subset of 56 patients. In this group, we observed that DCIS progressed to invasive breast cancer in approximately 14% of the patient population (8/56), in accordance with an expected progression rate of 12-15%. Nearly ninety percent of DCIS patients (7/8) that underwent recurrence to invasive breast cancer had reduced or absent levels of stromal Cav-1. Remarkably, an absence of stromal Cav-1 (score = 0) was specifically associated with early disease progression to invasive breast cancer, with reduced time to recurrence and higher recurrence rate. All DCIS patients with an absence of stromal Cav-1 underwent some form of recurrence (5/5) and the majority (4/5) underwent progression to invasive breast cancer. This represents an overall cumulative incidence rate of 100% for recurrence and 80% for progression. An absence of stromal Cav-1 in DCIS lesions was also specifically associated with the presence of inflammatory cells. Conversely, ninety-seven percent of ER(+) DCIS patients (35/36) with high levels of stromal Cav-1 (score = 2) did not show any invasive recurrence over the duration of follow-up (4-208 mo), and 89% of such patients are estimated to remain free of invasive recurrence, even after 15 y. Thus, determination of stromal Cav-1 levels may be a useful new biomarker for guiding the treatment of ER(+) DCIS patients.","2009-06","2024-05-29 13:43:03","2024-05-29 13:43:03","","1071-9","","","8","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","","Breast Neoplasms; Female; Humans; Adult; Aged; Kaplan-Meier Estimate; Male; Middle Aged; Cohort Studies; Disease Progression; Biomarkers; Carcinoma; Immunohistochemistry; 80 and over; Breast Neoplasms/*metabolism/pathology; Breast/*metabolism/pathology; Caveolin 1/*biosynthesis; Ductal; Local/*metabolism/pathology; Male/*metabolism/pathology; Neoplasm Recurrence; Tumor/*biosynthesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CFY5RPPY","journalArticle","2010","Witkiewicz, Agnieszka K; Dasgupta, Abhijit; Sammons, Sara; Er, Ozlem; Potoczek, Magdalena B; Guiles, Fran; Sotgia, Federica; Brody, Jonathan R; Mitchell, Edith P; Lisanti, Michael P","Loss of stromal caveolin-1 expression predicts poor clinical outcome in triple negative and basal-like breast cancers.","Cancer Biology & Therapy","","1538-4047 (Linking)","","","Here, we investigated the possible predictive value of stromal caveolin-1 (Cav-1) as a candidate biomarker for clinical outcome in triple negative (TN) breast cancer patients. A cohort of 85 TN breast cancer patients was available, with the necessary annotation and nearly 12 years of follow-up data. Our primary outcome of interest in this study was overall survival. Interestingly, TN patients with high-levels of stromal Cav-1 had a good clinical outcome, with ¿50% of the patients remaining alive during the follow-up period. In contrast, the median survival for TN patients with moderate stromal Cav-1 staining was 33.5 months. Similarly, the median survival for TN patients with absent stromal Cav-1 staining was 25.7 months. A comparison of 5-year survival rates yields a similar pattern. TN patients with high stromal Cav-1 had a good 5-year survival rate, with 75.5% of the patients remaining alive. In contrast, TN patients with moderate or absent stromal Cav-1 levels had progressively worse 5-year survival rates, with 40 and 9.4% of the patients remaining alive. In contrast, in a parallel analysis, the levels of tumor epithelial Cav-1 had no prognostic significance. As such, the prognostic value of Cav-1 immunostaining in TN breast cancer patients is compartment-specific, and selective for an absence of Cav-1 staining in the stromal fibroblast compartment. A recursive-partitioning algorithm was used to assess which factors are most predictive of overall survival in TN breast cancer patients. In this analysis, we included tumor size, histologic grade, whether the patient received surgery, radiotherapy or chemotherapy, CK5/6, EGFR, p53 and Ki67 status, as well as the stromal Cav-1 score. This analysis indicated that stromal loss of Cav-1 expression was the most important prognostic factor for overall survival in TN breast cancer. Virtually identical results were obtained with CK5/6 (+) and/or EGFR (+) TN breast cancer cases, demonstrating that a loss of stromal Cav-1 is also a strong prognostic factor for basal-like breast cancers. Our current findings may have important implications for the close monitoring and treatment stratification of TN and basal-like breast cancer patients.","2010-07","2024-05-29 13:43:03","2024-05-29 13:43:03","","135-43","","","10","","","","","","","","","","","","","","","","","Place: United States tex.owner: abhijit tex.timestamp: 2016.02.06","","","","Female; Humans; Survival Analysis; Statistics; Adult; Aged; Kaplan-Meier Estimate; Middle Aged; Predictive Value of Tests; Cohort Studies; Prognosis; Biomarkers; Receptors; Nonparametric; 80 and over; Receptor; Caveolin 1/*metabolism; Breast Neoplasms/*metabolism/mortality/*pathology; Connective Tissue/*metabolism; Epidermal Growth Factor/metabolism; Epithelium/metabolism; ErbB-2/metabolism; Estrogen/metabolism; Keratin-5/metabolism; Keratin-6/metabolism; Progesterone/analysis; Tumor/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
